City,Bedrooms,Building Area (m²),Land Area (m²),Price
depok,4,100,95,1400000000
depok,2,45,72,368000000
depok,4,222,160,4050000000
depok,2,45,103,950000000
depok,2,62,50,1050000000
depok,4,149,128,2770000000
depok,2,36,81,346000000
depok,2,40,56,375000000
depok,2,40,58,600000000
depok,2,42,30,483000000
depok,4,155,144,2700000000
depok,2,42,82,638810000
depok,2,45,72,367650000
depok,2,45,54,370000000
depok,2,65,42,450000000
depok,4,50,85,600000000
depok,3,136,112,2500000000
depok,2,30,50,350000000
depok,3,84,72,978000000
depok,2,40,45,525000000
depok,2,42,31,492000000
depok,2,94,72,950000000
depok,2,50,50,605000000
depok,2,60,36,600000000
depok,2,40,30,398000000
depok,3,70,72,1220000000
depok,5,300,504,6000000000
depok,6,400,777,5500000000
depok,2,45,60,522000000
depok,7,500,338,4300000000
depok,3,60,96,585000000
depok,3,74,144,1450000000
depok,3,80,55,755000000
depok,2,36,50,277000000
depok,3,60,60,552500000
depok,2,36,60,317000000
depok,2,45,66,595000000
depok,3,90,80,483000000
depok,3,60,60,540100000
depok,3,65,60,700000000
depok,2,42,60,414000000
depok,2,45,67,530000000
depok,2,45,67,530000000
depok,2,36,50,266000000
depok,4,120,273,900000000
depok,4,90,97,1200000000
depok,2,36,46,235000000
depok,3,240,253,3100000000
depok,2,45,72,660000000
depok,3,80,55,750000000
depok,3,45,70,435000000
depok,2,45,72,304000000
depok,2,45,62,550000000
depok,2,36,47,240000000
depok,2,50,50,510000000
depok,2,60,71,700000000
depok,3,80,55,750000000
depok,2,36,50,261000000
depok,3,80,90,1580000000
depok,4,300,504,6000000000
depok,3,79,128,2200000000
depok,2,45,67,485000000
depok,3,50,60,460000000
depok,2,65,50,384000000
depok,2,42,60,414000000
depok,5,200,143,2200000000
depok,2,50,50,630000000
depok,2,45,62,555000000
depok,2,42,53,400000000
depok,3,79,88,1600000000
depok,2,36,60,320000000
depok,2,36,47,235000000
depok,2,40,53,400000000
depok,2,36,50,340000000
depok,3,79,128,2400000000
depok,1,205,306,1300000000
depok,2,36,47,270000000
depok,2,36,50,285000000
depok,2,36,81,390000000
depok,2,45,67,535000000
depok,4,200,294,3500000000
depok,3,50,150,990000000
depok,3,64,60,795000000
depok,3,60,60,891900000
depok,2,85,105,800000000
depok,2,48,72,550000000
depok,2,50,82,660000000
depok,2,55,131,1160000000
depok,3,70,122,1040000000
depok,3,66,60,795000000
depok,2,108,72,950000000
depok,2,28,50,380000000
depok,3,90,77,740000000
depok,3,70,272,1400000000
depok,3,60,44,250000000
depok,4,72,73,785000000
depok,3,68,84,868000000
depok,3,120,170,1350000000
depok,2,36,61,630000000
depok,2,72,72,475000000
depok,2,70,108,510000000
depok,2,36,63,490000000
depok,3,70,272,1400000000
depok,3,70,72,795000000
depok,2,45,72,560000000
depok,1,175,35,1400000000
depok,4,120,109,1410000000
depok,1,35,175,1400000000
depok,2,60,86,664000000
depok,4,120,98,1360000000
depok,2,35,35,165000000
depok,4,73,73,785000000
depok,3,72,102,989000000
depok,4,107,102,1850000000
depok,2,45,84,678000000
depok,2,50,80,300000000
depok,3,60,73,650000000
depok,2,60,36,828000000
depok,3,72,116,999000000
depok,4,222,160,4300000000
depok,3,136,112,2500000000
depok,3,120,120,1300000000
depok,2,61,37,515000000
depok,3,56,71,750000000
depok,2,85,105,740000000
depok,4,150,124,1100000000
depok,4,98,98,1600000000
depok,3,120,120,1150000000
depok,3,85,120,1000000000
depok,3,60,72,620000000
depok,2,45,75,520000000
depok,2,50,87,697000000
depok,3,180,165,980000000
depok,3,50,50,684000000
depok,2,70,108,510000000
depok,2,52,70,660500000
depok,4,73,72,785000000
depok,2,62,50,992000000
depok,1,137,137,342500000
depok,3,90,72,1190000000
depok,2,45,97,800000000
depok,2,70,58,840000000
depok,4,72,72,780000000
depok,2,36,60,780000000
depok,2,62,50,970000000
depok,3,80,84,978000000
depok,3,50,50,664000000
depok,2,37,63,495000000
depok,3,109,112,2300000000
depok,3,72,72,830000000
depok,2,45,63,465000000
depok,2,30,50,398000000
depok,3,60,48,800000000
depok,2,42,53,405000000
depok,4,350,11313,48450000000
depok,4,197,128,3500000000
depok,2,40,64,625000000
depok,2,52,60,640500000
depok,2,60,128,950000000
depok,4,141,80,1000000000
depok,2,36,72,385000000
depok,3,154,83,1440000000
depok,3,72,84,798000000
depok,3,100,112,1190000000
depok,3,78,65,900000000
depok,2,50,72,395000000
depok,2,100,200,1500000000
depok,3,120,128,1330000000
depok,2,45,146,670000000
depok,3,100,120,1200000000
depok,3,180,90,1200000000
depok,3,85,115,997000000
depok,4,135,100,1190000000
depok,3,155,188,1800000000
depok,3,91,90,1950000000
depok,6,700,868,4350000000
depok,2,45,68,580000000
depok,2,70,108,510000000
depok,2,36,176,840000000
depok,2,42,53,395000000
depok,2,42,69,603000000
depok,2,45,60,490000000
depok,2,36,60,316000000
depok,2,36,50,261000000
depok,2,100,1000,3500000000
depok,2,40,58,450000000
depok,3,126,200,3200000000
depok,2,35,43,212000000
depok,2,36,48,245000000
depok,3,90,76,1100000000
depok,2,36,60,315000000
depok,2,50,90,890000000
depok,2,35,42,212000000
depok,3,120,120,700000000
depok,2,40,72,590000000
depok,3,109,112,2300000000
depok,2,70,120,1180000000
depok,2,78,60,600000000
depok,2,45,60,517000000
depok,3,109,112,2300000000
depok,2,50,82,560000000
depok,3,78,65,940000000
depok,3,100,133,1070000000
depok,2,70,108,610000000
depok,5,170,123,2890000000
depok,3,140,93,1500000000
depok,3,81,128,1730000000
depok,4,215,160,2210000000
depok,2,90,218,1660000000
depok,3,105,120,1190000000
depok,2,60,96,1110000000
depok,3,150,200,1110000000
depok,3,94,125,1270000000
depok,2,84,105,1610000000
depok,2,45,66,535429999
depok,10,1000,2057,12500000000
depok,3,74,132,890000000
depok,2,46,70,680000000
depok,3,108,359,1350000000
depok,3,51,60,749000000
depok,3,140,88,875000000
depok,2,36,60,700000000
depok,3,45,40,448000000
depok,2,40,40,398000000
depok,2,36,59,495000000
depok,2,70,108,510000000
depok,4,120,170,1200000000
depok,3,185,160,890000000
depok,2,47,79,519799999
depok,4,197,128,3600000000
depok,2,60,86,620000000
depok,3,67,72,940000000
depok,4,144,268,1880000000
depok,3,157,157,2140000000
depok,3,75,150,1230000000
depok,3,180,264,2550000000
depok,4,150,150,2250000000
depok,3,160,90,1230000000
depok,3,120,90,1050000000
depok,2,46,85,650000000
depok,3,76,96,820000000
depok,2,90,90,540000000
depok,2,36,176,970000000
depok,3,100,90,1340000000
depok,3,100,112,1270000000
depok,2,70,101,830000000
depok,2,45,120,780000000
depok,2,40,72,590000000
depok,3,105,90,830000000
depok,2,72,72,1500000000
depok,3,106,108,1160000000
depok,2,70,108,530000000
depok,3,45,72,499000000
depok,3,65,95,875700000
depok,2,104,198,1400000000
depok,3,66,54,750000000
depok,3,90,85,820000000
depok,2,45,60,450000000
depok,3,100,71,1250000000
depok,2,36,121,590000000
depok,3,45,60,499000000
depok,3,106,108,1060000000
depok,3,70,90,894000000
depok,2,46,72,690000000
depok,2,85,105,800000000
depok,2,49,62,568000000
depok,3,70,104,795000000
depok,3,66,55,745000000
depok,2,60,86,590000000
depok,3,67,72,1020000000
depok,2,50,84,750000000
depok,3,81,128,1880000000
depok,4,200,280,2500000000
depok,2,84,105,1110000000
depok,2,45,146,700000000
depok,2,50,72,610000000
depok,2,60,78,1050000000
depok,2,65,72,670000000
depok,3,94,125,1270000000
depok,2,36,50,200000000
depok,2,36,50,220000000
depok,3,90,152,560000000
depok,2,88,121,1180000000
depok,3,160,90,1200000000
depok,2,45,60,517000000
depok,2,104,198,1400000000
depok,2,89,71,775000000
depok,2,56,63,660500000
depok,3,97,70,1200000000
depok,2,36,60,526000000
depok,3,100,73,1250000000
depok,5,200,400,1650000000
depok,2,90,218,1550000000
depok,3,100,130,920000000
depok,3,124,94,1650000000
depok,2,40,50,415000000
depok,4,120,82,1550000000
depok,2,40,33,462870000
depok,4,200,150,1750000000
depok,5,200,320,2680000000
depok,2,36,50,350000000
depok,3,120,117,1930000000
depok,2,60,152,1140000000
depok,2,66,72,700000000
depok,3,90,72,1290000000
depok,3,80,144,2000000000
depok,2,57,73,2009999999
depok,2,160,200,1660000000
depok,3,70,50,755000000
depok,3,66,55,735000000
depok,2,52,84,595000000
depok,3,85,84,1100000000
depok,3,66,52,495000000
depok,2,36,60,368890000
depok,2,50,72,500000000
depok,3,78,70,900000000
depok,2,70,108,510000000
depok,3,90,70,1200000000
depok,3,78,66,800000000
depok,3,80,60,400000000
depok,3,102,82,800000000
depok,2,45,55,450000000
depok,2,42,60,429000000
depok,3,90,102,1320000000
depok,2,40,55,300000000
depok,3,150,144,2850000000
depok,3,81,128,1880000000
depok,4,117,97,1350000000
depok,3,135,72,970000000
depok,3,101,105,2250000000
depok,3,120,78,860000000
depok,2,45,75,590000000
depok,4,200,340,2680000000
depok,3,65,227,1400000000
depok,2,57,73,2009999999
depok,2,65,72,700000000
depok,2,100,133,1110000000
depok,3,112,112,1050000000
depok,2,97,97,1030000000
depok,3,80,84,940000000
depok,2,36,72,610000000
depok,3,129,259,1940000000
depok,3,91,105,780000000
depok,2,43,40,400000000
depok,3,60,72,710000000
depok,2,36,75,830000000
depok,2,50,83,830000000
depok,2,45,60,510000000
depok,3,102,105,1250000000
depok,3,60,113,600000000
depok,2,56,63,646000000
depok,2,42,60,450000000
jakarta,3,90,77,770000000
depok,3,40,60,693000000
depok,1,240,150,2400000000
depok,2,42,60,350000000
depok,3,150,105,1100000000
depok,3,78,165,1300000000
depok,2,60,80,680000000
depok,3,150,126,930000000
depok,2,40,30,398000000
depok,2,45,86,885000000
depok,2,36,60,900000000
depok,2,41,85,486000000
depok,5,206,144,4130000000
depok,3,170,570,4500000000
depok,2,50,73,640000000
depok,3,57,60,670000000
depok,2,45,84,668000000
depok,3,94,120,1850000000
depok,4,200,128,3500000000
depok,2,36,60,456000000
depok,4,450,777,5500000000
depok,3,62,50,980000000
depok,2,42,84,595000000
depok,3,90,105,900000000
depok,3,70,72,1370000000
depok,2,36,50,340000000
depok,3,50,50,655000000
depok,3,109,200,3300000000
depok,4,110,276,2750000000
depok,2,36,96,440000000
depok,2,45,60,494000000
depok,2,80,50,390000000
depok,2,48,40,395000000
depok,2,36,52,454000000
depok,2,84,45,599000000
depok,2,36,50,255000000
depok,3,36,52,599000000
depok,3,60,90,700000000
depok,2,45,64,550000000
depok,3,75,84,1500000000
depok,3,80,60,720000000
depok,3,66,96,879860000
depok,2,42,89,770000000
depok,2,37,60,800000000
depok,3,107,96,2000000000
depok,3,60,122,975000000
depok,2,40,53,400000000
depok,2,80,50,386000000
depok,2,36,50,280000000
depok,6,450,1447,3900000000
depok,2,42,60,520000000
depok,3,88,108,1400000000
depok,2,50,100,565000000
depok,4,197,128,3960000000
depok,2,36,60,225000000
depok,2,47,70,549000000
depok,2,27,50,185000000
depok,2,45,59,495000000
depok,2,36,56,305000000
depok,2,80,50,390000000
depok,2,36,45,275000000
depok,2,28,64,570000000
depok,3,110,98,1800000000
depok,5,239,90,2400000000
depok,2,48,40,395000000
depok,4,100,143,735000000
depok,2,45,66,550000000
depok,2,36,56,300000000
depok,2,42,76,450000000
depok,2,1000,1500,11200000000
depok,2,45,103,950000000
depok,3,90,102,1200000000
depok,2,36,77,476000000
depok,2,62,50,1100000000
depok,3,90,150,1050000000
depok,2,62,50,1100000000
depok,2,45,72,423000000
depok,2,36,50,350000000
depok,2,115,141,850000000
depok,3,45,70,435000000
depok,2,43,40,650000000
depok,4,110,75,1250000000
depok,2,80,50,395000000
depok,2,80,50,390000000
depok,2,54,45,450000000
depok,3,36,56,300000000
depok,4,200,845,2600000000
depok,2,60,84,475000000
depok,2,42,60,425000000
depok,2,100,120,900000000
depok,2,45,72,423000000
depok,3,80,180,728000000
depok,2,45,106,813000000
depok,2,30,40,195000000
depok,3,80,65,865000000
depok,5,76,72,888840000
depok,2,39,63,525000000
depok,2,52,52,362000000
depok,3,80,167,1150000000
depok,2,30,45,265000000
depok,3,50,100,550000000
depok,2,40,81,450000000
depok,2,36,60,275000000
depok,4,197,128,3500000000
depok,3,36,50,510000000
depok,2,60,40,485000000
depok,3,78,65,900000000
depok,3,78,68,992000000
depok,3,65,78,900000000
depok,3,65,95,988790000
depok,3,200,214,3500000000
depok,2,45,40,499000000
depok,4,150,350,2280000000
depok,2,45,70,300000000
depok,3,150,280,2350000000
depok,4,197,128,3600000000
depok,2,36,72,500000000
depok,4,77,101,1000000000
depok,2,36,50,265000000
depok,1,32,32,130000000
depok,2,36,60,325000000
depok,2,36,50,510000000
depok,2,36,47,234000000
depok,2,35,43,215000000
depok,2,30,46,233000000
depok,2,30,33,150000000
depok,3,100,60,786000000
depok,2,33,33,140000000
depok,3,95,129,1100000000
depok,2,36,47,235000000
depok,3,100,60,780000000
depok,2,40,64,350000000
depok,2,36,47,235000000
depok,5,300,264,2650000000
depok,2,36,60,330000000
depok,2,30,43,210000000
depok,2,36,50,246000000
depok,2,32,32,140000000
depok,2,30,48,210000000
depok,2,36,60,325000000
depok,2,30,48,240000000
depok,2,35,42,210000000
depok,3,80,76,800000000
depok,2,30,46,235000000
depok,3,75,100,1200000000
depok,2,30,48,245000000
depok,2,30,43,210000000
depok,2,36,50,260000000
depok,2,36,50,250000000
depok,2,36,50,250000000
depok,4,150,182,1300000000
depok,2,40,58,490000000
depok,2,36,50,265000000
depok,2,36,47,240000000
depok,2,36,50,250000000
depok,2,45,63,550000000
depok,2,36,60,316000000
depok,2,35,43,215000000
depok,2,35,48,245000000
depok,1,21,50,275000000
depok,2,85,105,800000000
depok,2,60,150,900000000
depok,2,50,82,585000000
depok,6,190,105,1020000000
depok,6,194,104,1020000000
depok,2,50,74,350000000
depok,3,55,60,1010000000
depok,2,36,57,250000000
depok,3,60,50,645000000
depok,5,197,128,3500000000
depok,2,50,72,495000000
depok,2,90,112,1900000000
depok,3,70,45,385000000
depok,2,40,60,250000000
depok,4,350,800,6400000000
depok,2,70,72,925000000
depok,2,40,60,540000000
depok,2,36,60,225000000
depok,2,72,110,900000000
depok,2,50,84,700000000
depok,2,70,75,875000000
depok,2,37,68,433010000
depok,2,36,60,407570000
depok,2,84,104,800000000
depok,2,60,84,650000000
depok,2,42,135,510000000
depok,3,66,60,795000000
depok,3,78,75,495000000
depok,2,62,50,990000000
depok,4,130,161,1400000000
depok,2,70,55,550000000
depok,2,40,58,530000000
depok,2,40,60,540000000
depok,3,90,180,1250000000
depok,3,88,84,1200000000
depok,2,37,61,515000000
depok,2,50,120,1100000000
depok,2,45,60,570000000
depok,2,46,40,678000000
depok,3,120,120,1300000000
depok,3,52,66,495000000
depok,4,120,71,987000000
depok,3,50,80,385000000
depok,3,70,89,750000000
depok,2,45,81,599000000
depok,4,200,235,2200000000
depok,3,50,50,714000000
depok,3,65,78,900000000
depok,2,32,57,398000000
depok,3,136,112,2130000000
depok,2,40,60,540000000
depok,2,45,52,310000000
depok,2,45,48,552000000
depok,2,44,62,659500000
depok,4,56,80,625000000
depok,2,45,72,500000000
depok,2,36,57,250000000
depok,3,79,88,1680000000
depok,3,100,73,1250000000
depok,3,82,72,1600000000
depok,3,75,109,1300000000
depok,3,66,60,795000000
depok,2,52,60,640500000
depok,2,40,58,447000000
depok,3,60,64,775000000
depok,3,66,60,930000000
depok,2,40,60,350000000
depok,2,54,90,1350000000
depok,2,42,60,525000000
depok,3,70,90,894000000
depok,2,36,52,534000000
depok,2,45,66,536000000
depok,2,50,72,495000000
depok,3,120,165,950000000
depok,3,72,72,839000000
depok,2,42,50,590000000
depok,3,88,84,1560000000
depok,2,45,60,570000000
depok,2,45,121,980000000
depok,3,105,97,1600000000
depok,2,52,36,519000000
depok,2,45,72,500000000
depok,2,40,60,540000000
depok,3,70,50,755000000
depok,2,45,60,400000000
depok,2,68,144,1500000000
depok,2,45,64,480000000
depok,2,70,96,870000000
depok,2,67,94,819000000
depok,2,50,60,485000000
depok,4,150,90,1820000000
depok,2,70,101,810000000
depok,2,38,84,300000000
depok,3,63,91,1000000000
depok,2,69,84,650000000
depok,2,112,109,2300000000
depok,2,55,72,490000000
depok,2,40,58,490000000
depok,2,40,58,450000000
depok,2,42,66,500000000
depok,5,200,105,1100000000
depok,2,65,90,680000000
depok,2,70,92,650000000
depok,2,60,75,400000000
depok,2,40,60,405000000
depok,2,40,60,510000000
depok,2,36,50,395000000
depok,2,36,59,310000000
depok,2,140,60,1500000000
depok,4,200,845,2600000000
depok,3,80,72,980000000
depok,2,36,52,534000000
depok,2,40,60,585000000
depok,2,41,62,530000000
depok,2,36,72,570000000
depok,4,215,160,1990000000
depok,2,45,82,756000000
depok,3,100,120,1240000000
depok,4,215,160,1990000000
depok,2,70,122,910000000
depok,1,45,120,860000000
depok,3,126,101,2260000000
depok,2,40,64,589000000
depok,2,60,102,799500000
depok,2,86,45,700000000
depok,2,36,50,200000000
depok,2,58,70,840000000
depok,4,103,96,1680000000
depok,3,95,120,1350000000
depok,2,50,42,468000000
depok,3,90,90,1400000000
depok,2,45,77,415000000
depok,3,150,126,910000000
depok,2,72,45,590000000
depok,2,48,100,806000000
depok,2,36,66,480000000
depok,2,102,60,800000000
depok,2,45,60,540000000
depok,4,160,162,1500000000
depok,2,36,50,350000000
depok,2,30,45,270000000
depok,2,36,50,285000000
depok,2,49,58,672000000
depok,2,36,50,265000000
depok,2,45,60,570000000
depok,4,209,150,2500000000
depok,2,36,60,750000000
depok,2,57,119,750000000
depok,2,45,60,540000000
depok,6,133,782,2200000000
depok,2,40,60,475000000
depok,3,60,70,750000000
depok,3,50,40,325000000
depok,2,63,84,630000000
depok,2,45,70,500000000
depok,2,60,97,970000000
depok,2,75,90,700000000
depok,2,100,95,1040000000
depok,2,38,84,300000000
depok,2,75,90,700000000
depok,2,70,96,870000000
depok,2,45,96,750000000
depok,2,39,72,670000000
depok,2,40,60,350000000
depok,2,100,133,1070000000
depok,4,160,215,2140000000
depok,6,133,782,2770000000
depok,3,50,72,430000000
depok,4,150,105,1100000000
depok,4,100,75,1200000000
depok,3,300,500,6000000000
depok,2,36,56,385000000
depok,3,120,120,1050000000
depok,2,45,40,465090000
depok,4,212,772,2500000000
depok,2,36,60,315000000
depok,2,80,80,375000000
depok,2,41,60,515000000
depok,2,40,30,499000000
depok,2,40,61,450000000
depok,2,45,55,430000000
depok,2,70,90,660000000
depok,3,60,75,690000000
depok,2,36,50,455000000
depok,2,36,72,360000000
depok,2,36,75,540000000
depok,2,50,72,520000000
depok,2,75,84,700000000
depok,3,110,134,1180000000
depok,3,62,97,970000000
depok,2,39,72,700000000
depok,2,50,99,1070000000
depok,2,46,72,569100000
depok,2,40,121,1000000000
depok,3,80,60,900000000
depok,3,60,112,800000000
depok,2,36,50,390000000
depok,2,37,58,520000000
depok,4,140,105,1180000000
depok,2,83,83,970000000
depok,2,45,72,760000000
depok,2,56,61,639000000
depok,2,36,50,280000000
depok,2,100,120,1100000000
depok,2,97,120,1200000000
depok,3,70,45,300000000
depok,2,36,50,350000000
depok,2,45,60,250000000
depok,4,100,170,2400000000
depok,2,70,90,590000000
depok,2,40,70,530000000
depok,2,36,60,550000000
depok,3,120,100,715000000
depok,2,50,85,750000000
depok,2,40,58,489000000
depok,2,80,112,1240000000
depok,2,36,70,750000000
depok,3,100,72,980000000
depok,2,60,48,465500000
depok,4,215,160,2140000000
depok,4,215,160,2140000000
depok,3,96,135,1930000000
depok,2,40,72,750000000
depok,2,72,60,910000000
depok,2,75,90,720000000
depok,4,215,160,2140000000
depok,2,50,78,660000000
depok,2,56,61,660500000
depok,2,39,72,485000000
depok,2,30,50,396500000
depok,2,30,50,370000000
depok,4,101,77,1200000000
depok,2,36,50,395000000
depok,2,40,60,450000000
depok,7,500,500,900000000
depok,3,67,130,935000000
depok,8,550,337,4500000000
depok,2,40,58,450000000
depok,3,85,115,997000000
depok,2,45,97,755000000
depok,4,200,200,1900000000
tangerang,3,85,115,947000000
depok,2,40,60,540000000
depok,5,206,144,3000000000
depok,3,85,115,947000000
depok,2,40,40,175000000
depok,2,40,53,400000000
depok,2,36,50,266000000
depok,2,36,50,350000000
depok,2,36,56,300000000
depok,2,36,50,250000000
depok,3,69,90,596000000
depok,2,36,50,260000000
depok,2,54,45,504000000
depok,3,45,70,430000000
depok,2,50,72,495000000
depok,2,36,40,165000000
depok,2,43,79,665000000
depok,4,268,415,2690000000
depok,3,45,70,440000000
depok,4,200,845,2600000000
depok,2,40,53,400000000
depok,2,40,58,450000000
depok,3,50,60,535000000
depok,3,60,100,745000000
depok,3,52,60,681000000
depok,2,40,60,535000000
depok,2,36,50,355000000
depok,2,66,144,1650000000
depok,3,56,56,225000000
depok,2,36,40,170000000
depok,2,30,46,235000000
depok,2,36,50,355000000
depok,2,90,53,540000000
